chapter,italian,chinese,pronunciation,example_it,example_zh,note,image,source_name,source_url,license_note,copyright_status,word_id
交通标志与图形 - 指示标志,segnale di preavviso di intersezioni ravvicinate urbane,城市内相近交叉路口预告标志。,,Figura n. 167: segnale di preavviso di intersezioni ravvicinate urbane.,该标志提前提示前方城市道路有多个相近交叉口。,图形编号 s167；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s167.gif,rmastri.it,https://www.rmastri.it/42/immagini/s167.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000213
交通标志与图形 - 指示标志,segnale di preavviso di intersezione urbana con rotatoria,带环岛的城市交叉路口预告标志。,,Figura n. 168: segnale di preavviso di intersezione urbana con rotatoria.,图形 168 表示前方城市交叉路口设有环岛。,图形编号 s168；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s168.gif,rmastri.it,https://www.rmastri.it/42/immagini/s168.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000214
交通标志与图形 - 指示标志,"segnale di preavviso di intersezione urbana, con divieto di transito per una categoria di veicoli su un ramo dell’intersezione",城市交叉路口预告标志，其中某一支路禁止某类车辆通行。,,"Figura n. 169: segnale di preavviso di intersezione urbana, con divieto di transito per una categoria di veicoli su un ramo dell’intersezione.",图形 169 表示前方城市交叉路口，并提示其中一条支路对某类车辆禁行。,图形编号 s169；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s169.gif,rmastri.it,https://www.rmastri.it/42/immagini/s169.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000215
交通标志与图形 - 指示标志,segnale di preavviso di intersezione extraurbana con passaggio a livello su un ramo dell’intersezione,郊外交叉路口预告标志，其中某一支路有铁路平交道口。,,Figura n. 170: segnale di preavviso di intersezione extraurbana con passaggio a livello su un ramo dell’intersezione.,图形 170 表示前方郊外交叉路口，并提示其中一条支路设有铁路平交道口。,图形编号 s170；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s170.gif,rmastri.it,https://www.rmastri.it/42/immagini/s170.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000216
交通标志与图形 - 指示标志,segnale di preselezione extraurbano,郊外道路车道预选标志。,,Figura n. 171: segnale di preselezione extraurbano.,图形 171 表示郊外道路上提前选择车道或行驶方向。,图形编号 s171；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s171.gif,rmastri.it,https://www.rmastri.it/42/immagini/s171.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000217
交通标志与图形 - 指示标志,segnale di preselezione urbano,城市道路车道预选标志。,,Figura n. 172: segnale di preselezione urbano.,图形 172 表示城市道路上提前选择车道或行驶方向。,图形编号 s172；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s172.gif,rmastri.it,https://www.rmastri.it/42/immagini/s172.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000218
交通标志与图形 - 指示标志,preavviso di diramazione autostradale,高速公路分岔预告标志。,,Figura n. 173: preavviso di diramazione autostradale.,图形 173 表示前方高速公路出现分岔。,图形编号 s173；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s173.gif,rmastri.it,https://www.rmastri.it/42/immagini/s173.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000219
交通标志与图形 - 指示标志,preavviso di diramazione urbana,城市道路分岔预告标志。,,Figura n. 174: preavviso di diramazione urbana.,图形 174 表示前方城市道路出现分岔或方向分流。,图形编号 s174；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s174.gif,rmastri.it,https://www.rmastri.it/42/immagini/s174.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000220
交通标志与图形 - 指示标志,segnale di itinerario extraurbano,郊外道路路线指示标志。,,Figura n. 182: segnale di itinerario extraurbano.,图形 182 表示郊外道路的路线或行驶方向信息。,图形编号 s182；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s182.gif,rmastri.it,https://www.rmastri.it/42/immagini/s182.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000221
交通标志与图形 - 指示标志,fine centro abitato e segnale di conferma delle località successive,居民区结束，并确认后续地点方向。,,Figura n. 183: fine centro abitato e segnale di conferma delle località successive.,该标志表示居民区结束，同时显示后续地点信息。,图形编号 s183；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s183.gif,rmastri.it,https://www.rmastri.it/42/immagini/s183.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000222
交通标志与图形 - 指示标志,segnale di conferma autostradale,高速公路确认标志。,,Figura n. 184: segnale di conferma autostradale.,图形 184 表示确认当前高速公路方向或路线信息。,图形编号 s184；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s184.gif,rmastri.it,https://www.rmastri.it/42/immagini/s184.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000223
交通标志与图形 - 指示标志,area pedonale,步行区域。,,Figura n. 186: area pedonale.,图形 186 表示该区域主要供行人通行。,图形编号 s186；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s186.gif,rmastri.it,https://www.rmastri.it/42/immagini/s186.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000224
交通标志与图形 - 指示标志,zona a traffico limitato,限制交通区域。,,Figura n. 187: zona a traffico limitato.,图形 187 表示车辆通行受限制的区域。,图形编号 s187；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s187.gif,rmastri.it,https://www.rmastri.it/42/immagini/s187.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000225
交通标志与图形 - 指示标志,transitabilità: passo aperto con obbligo di catene o pneumatici da neve,通行情况：山口开放，但必须使用防滑链或雪地轮胎。,,Figura n. 189: transitabilità: passo aperto con obbligo di catene o pneumatici da neve.,该标志说明山口可通行，但车辆必须配备防滑链或雪地轮胎。,图形编号 s192；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s189.gif,rmastri.it,https://www.rmastri.it/42/immagini/s189.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000226
交通标志与图形 - 指示标志,"transitabilità: tratto terminale della strada chiuso, percorribile fino a trafori con catene o pneumatici da neve raccomandati (facoltative)",通行情况：道路最后一段封闭，建议（可选）使用防滑链或雪地轮胎可通行至隧道处,,"Figura n. 193: transitabilità: tratto terminale della strada chiuso, percorribile fino a trafoi con catene o pneumatici da neve raccomandati (facoltative).",该图形表示：道路最后一段封闭，建议（可选）使用防滑链或雪地轮胎可通行至隧道处。,图形编号 s193；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s193.gif,rmastri.it,https://www.rmastri.it/42/immagini/s193.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000227
交通标志与图形 - 指示标志,inizio strada extraurbana principale,主要郊外道路开始。,,Figura n. 194: inizio strada extraurbana principale.,图形 194 表示主要郊外道路从此处开始。,图形编号 s194；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s194.gif,rmastri.it,https://www.rmastri.it/42/immagini/s194.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000228
交通标志与图形 - 指示标志,limiti di velocità generali valevoli in italia,意大利通用最高限速提示。,,Figura n. 197: limiti di velocità generali valevoli in italia.,图形 197 表示意大利不同道路类型的一般速度限制。,图形编号 s197；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s197.gif,rmastri.it,https://www.rmastri.it/42/immagini/s197.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000229
交通标志与图形 - 指示标志,segnale di identificazione itinerario internazionale n. 55,国际路线编号55识别标志。,,Figura n. 199: segnale di identificazione itinerario internazionale n. 55.,该标志用于识别编号为55的国际路线。,图形编号 s199；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s199.gif,rmastri.it,https://www.rmastri.it/42/immagini/s199.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000230
交通标志与图形 - 指示标志,segnale di identificazione autostrada n. 25,25 号高速公路识别标志。,,Figura n. 200: segnale di identificazione autostrada n. 25.,图形 200 表示编号为 25 的高速公路识别信息。,图形编号 s200；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s200.gif,rmastri.it,https://www.rmastri.it/42/immagini/s200.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000231
交通标志与图形 - 指示标志,segnale di identificazione strada statale n. 2,国道编号2识别标志。,,Figura n. 201: segnale di identificazione strada statale n. 2.,该标志用于识别编号为2的国道。,图形编号 s213；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s201.gif,rmastri.it,https://www.rmastri.it/42/immagini/s201.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000232
交通标志与图形 - 指示标志,segnale di identificazione strada comunale n. 19,市镇道路编号19识别标志。,,Figura n. 203: segnale di identificazione strada comunale n. 19.,该标志用于识别编号为19的市镇道路。,图形编号 s214；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s203.gif,rmastri.it,https://www.rmastri.it/42/immagini/s203.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000233
交通标志与图形 - 指示标志,progressiva distanziometrica autostradale,高速公路距离递增标志。,,Figura n. 206: progressiva distanziometrica autostradale.,图形 206 表示高速公路上的里程或距离递增信息。,图形编号 s206；来源：WEBpatente definiz.js；需人工校对,https://www.rmastri.it/42/immagini/s206.gif,rmastri.it,https://www.rmastri.it/42/immagini/s206.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000234
交通标志与图形 - 指示标志,inizio centro abitato,居民区开始。,,Figura n. 207: inizio centro abitato.,图形 207 表示进入居民区。,图形编号 s207；来源：WEBpatente definiz.js,https://www.rmastri.it/42/immagini/s207.gif,rmastri.it,https://www.rmastri.it/42/immagini/s207.gif,external image link; needs manual verification before commercial use,unverified_external_link,WORD_000235
